"gene.symbol","description","entrezgene"
"OR5AK2","olfactory receptor family 5 subfamily AK member 2 [KO:K04257]","390181"
"OR5B12","olfactory receptor family 5 subfamily B member 12 [KO:K04257]","390191"
"OR5AN1","olfactory receptor family 5 subfamily AN member 1 [KO:K04257]","390195"
"OR4D10","olfactory receptor family 4 subfamily D member 10 [KO:K04257]","390197"
"OR4D9","olfactory receptor family 4 subfamily D member 9 [KO:K04257]","390199"
"OR10V1","olfactory receptor family 10 subfamily V member 1 [KO:K04257]","390201"
"OR6X1","olfactory receptor family 6 subfamily X member 1 [KO:K04257]","390260"
"OR6M1","olfactory receptor family 6 subfamily M member 1 [KO:K04257]","390261"
"OR10G4","olfactory receptor family 10 subfamily G member 4 [KO:K04257]","390264"
"OR10G7","olfactory receptor family 10 subfamily G member 7 [KO:K04257]","390265"
"OR8A1","olfactory receptor family 8 subfamily A member 1 [KO:K04257]","390275"
"OR6C1","olfactory receptor family 6 subfamily C member 1 [KO:K04257]","390321"
"OR6C75","olfactory receptor family 6 subfamily C member 75 [KO:K04257]","390323"
"OR6C76","olfactory receptor family 6 subfamily C member 76 [KO:K04257]","390326"
"OR6C70","olfactory receptor family 6 subfamily C member 70 [KO:K04257]","390327"
"OR4N2","olfactory receptor family 4 subfamily N member 2 [KO:K04257]","390429"
"OR4K2","olfactory receptor family 4 subfamily K member 2 [KO:K04257]","390431"
"OR4K13","olfactory receptor family 4 subfamily K member 13 [KO:K04257]","390433"
"OR4K17","olfactory receptor family 4 subfamily K member 17 [KO:K04257]","390436"
"OR4N5","olfactory receptor family 4 subfamily N member 5 [KO:K04257]","390437"
"OR11G2","olfactory receptor family 11 subfamily G member 2 [KO:K04257]","390439"
"OR11H4","olfactory receptor family 11 subfamily H member 4 [KO:K04257]","390442"
"OR5AU1","olfactory receptor family 5 subfamily AU member 1 [KO:K04257]","390445"
"OR4M2","olfactory receptor family 4 subfamily M member 2 [KO:K04257]","390538"
"OR4F6","olfactory receptor family 4 subfamily F member 6 [KO:K04257]","390648"
"OR4F15","olfactory receptor family 4 subfamily F member 15 [KO:K04257]","390649"
"OR7G2","olfactory receptor family 7 subfamily G member 2 [KO:K04257]","390882"
"OR7G3","olfactory receptor family 7 subfamily G member 3 [KO:K04257]","390883"
"OR7A10","olfactory receptor family 7 subfamily A member 10 [KO:K04257]","390892"
"OR10K2","olfactory receptor family 10 subfamily K member 2 [KO:K04257]","391107"
"OR10K1","olfactory receptor family 10 subfamily K member 1 [KO:K04257]","391109"
"OR6Y1","olfactory receptor family 6 subfamily Y member 1 [KO:K04257]","391112"
"OR6K3","olfactory receptor family 6 subfamily K member 3 [KO:K04257]","391114"
"OR11L1","olfactory receptor family 11 subfamily L member 1 [KO:K04257]","391189"
"OR2L8","olfactory receptor family 2 subfamily L member 8 (gene/pseudogene) [KO:K04257]","391190"
"OR2AK2","olfactory receptor family 2 subfamily AK member 2 [KO:K04257]","391191"
"OR2L3","olfactory receptor family 2 subfamily L member 3 [KO:K04257]","391192"
"OR2M2","olfactory receptor family 2 subfamily M member 2 [KO:K04257]","391194"
"OR2T33","olfactory receptor family 2 subfamily T member 33 [KO:K04257]","391195"
"OR2M7","olfactory receptor family 2 subfamily M member 7 [KO:K04257]","391196"
"OR2G6","olfactory receptor family 2 subfamily G member 6 [KO:K04257]","391211"
"OR2A25","olfactory receptor family 2 subfamily A member 25 [KO:K04257]","392138"
"OR13J1","olfactory receptor family 13 subfamily J member 1 [KO:K04257]","392309"
"OR13C2","olfactory receptor family 13 subfamily C member 2 [KO:K04257]","392376"
"OR1L6","olfactory receptor family 1 subfamily L member 6 [KO:K04257]","392390"
"OR5C1","olfactory receptor family 5 subfamily C member 1 [KO:K04257]","392391"
"OR1K1","olfactory receptor family 1 subfamily K member 1 [KO:K04257]","392392"
"OR2A5","olfactory receptor family 2 subfamily A member 5 [KO:K04257]","393046"
"OR2A7","olfactory receptor family 2 subfamily A member 7 [KO:K04257]","401427"
"OR51T1","olfactory receptor family 51 subfamily T member 1 [KO:K04257]","401665"
"OR51A4","olfactory receptor family 51 subfamily A member 4 [KO:K04257]","401666"
"OR51A2","olfactory receptor family 51 subfamily A member 2 [KO:K04257]","401667"
"OR2T2","olfactory receptor family 2 subfamily T member 2 [KO:K04257]","401992"
"OR2T5","olfactory receptor family 2 subfamily T member 5 [KO:K04257]","401993"
"OR14I1","olfactory receptor family 14 subfamily I member 1 [KO:K04257]","401994"
"OR5K2","olfactory receptor family 5 subfamily K member 2 [KO:K04257]","402135"
"OR2A42","olfactory receptor family 2 subfamily A member 42 [KO:K04257]","402317"
"OR1F1","olfactory receptor family 1 subfamily F member 1 [KO:K04257]","4992"
"OR2S2","olfactory receptor family 2 subfamily S member 2 (gene/pseudogene) [KO:K04257]","56656"
"OR13A1","olfactory receptor family 13 subfamily A member 1 [KO:K04257]","79290"
"OR2H2","olfactory receptor family 2 subfamily H member 2 [KO:K04257]","7932"
"OR2C3","olfactory receptor family 2 subfamily C member 3 [KO:K04257]","81472"
"OR2B2","olfactory receptor family 2 subfamily B member 2 [KO:K04257]","81697"
"OR4B1","olfactory receptor family 4 subfamily B member 1 [KO:K04257]","119765"
"OR5M11","olfactory receptor family 5 subfamily M member 11 [KO:K04257]","219487"
"OR2T6","olfactory receptor family 2 subfamily T member 6 [KO:K04257]","254879"
"OR51E1","olfactory receptor family 51 subfamily E member 1 [KO:K04257]","143503"
"OR8G1","olfactory receptor family 8 subfamily G member 1 (gene/pseudogene) [KO:K04257]","26494"
"OR10G3","olfactory receptor family 10 subfamily G member 3 [KO:K04257]","26533"
"OR10G2","olfactory receptor family 10 subfamily G member 2 [KO:K04257]","26534"
"OR4F4","olfactory receptor family 4 subfamily F member 4 [KO:K04257]","26682"
"OR4F3","olfactory receptor family 4 subfamily F member 3 [KO:K04257]","26683"
"OR4E2","olfactory receptor family 4 subfamily E member 2 [KO:K04257]","26686"
"OR1L3","olfactory receptor family 1 subfamily L member 3 [KO:K04257]","26735"
"OR1L1","olfactory receptor family 1 subfamily L member 1 [KO:K04257]","26737"
"OR1J2","olfactory receptor family 1 subfamily J member 2 [KO:K04257]","26740"
"OR51B5","olfactory receptor family 51 subfamily B member 5 [KO:K04257]","282763"
"OR10AG1","olfactory receptor family 10 subfamily AG member 1 [KO:K04257]","282770"
"OR5J2","olfactory receptor family 5 subfamily J member 2 [KO:K04257]","282775"
"OR10J3","olfactory receptor family 10 subfamily J member 3 [KO:K04257]","441911"
"OR6B2","olfactory receptor family 6 subfamily B member 2 [KO:K04257]","389090"
"OR5H6","olfactory receptor family 5 subfamily H member 6 (gene/pseudogene) [KO:K04257]","79295"
"OR5H2","olfactory receptor family 5 subfamily H member 2 [KO:K04257]","79310"
"OR4K5","olfactory receptor family 4 subfamily K member 5 [KO:K04257]","79317"
"OR51G1","olfactory receptor family 51 subfamily G member 1 (gene/pseudogene) [KO:K04257]","79324"
"OR52N1","olfactory receptor family 52 subfamily N member 1 [KO:K04257]","79473"
"OR4F5","olfactory receptor family 4 subfamily F member 5 [KO:K04257]","79501"
"OR4K1","olfactory receptor family 4 subfamily K member 1 [KO:K04257]","79544"
"OR5AC2","olfactory receptor family 5 subfamily AC member 2 [KO:K04257]","81050"
"OR11H1","olfactory receptor family 11 subfamily H member 1 [KO:K04257]","81061"
"OR4F17","olfactory receptor family 4 subfamily F member 17 [KO:K04257]","81099"
"OR4K15","olfactory receptor family 4 subfamily K member 15 [KO:K04257]","81127"
"OR8J3","olfactory receptor family 8 subfamily J member 3 [KO:K04257]","81168"
"OR51G2","olfactory receptor family 51 subfamily G member 2 [KO:K04257]","81282"
"OR4P4","olfactory receptor family 4 subfamily P member 4 [KO:K04257]","81300"
"OR4C15","olfactory receptor family 4 subfamily C member 15 [KO:K04257]","81309"
"OR4A5","olfactory receptor family 4 subfamily A member 5 [KO:K04257]","81318"
"OR4A16","olfactory receptor family 4 subfamily A member 16 [KO:K04257]","81327"
"OR4A15","olfactory receptor family 4 subfamily A member 15 [KO:K04257]","81328"
"OR2AE1","olfactory receptor family 2 subfamily AE member 1 [KO:K04257]","81392"
"OR4F16","olfactory receptor family 4 subfamily F member 16 [KO:K04257]","81399"
"OR6N2","olfactory receptor family 6 subfamily N member 2 [KO:K04257]","81442"
"OR6K2","olfactory receptor family 6 subfamily K member 2 [KO:K04257]","81448"
"OR2G3","olfactory receptor family 2 subfamily G member 3 [KO:K04257]","81469"
"OR2G2","olfactory receptor family 2 subfamily G member 2 [KO:K04257]","81470"
"OR2W3","olfactory receptor family 2 subfamily W member 3 [KO:K04257]","343171"
"OR2T8","olfactory receptor family 2 subfamily T member 8 [KO:K04257]","343172"
"OR8U8","olfactory receptor family 8 subfamily U member 8 [KO:K04257]","504189"
"OR2B3","olfactory receptor family 2 subfamily B member 3 [KO:K04257]","442184"
"OR6C65","olfactory receptor family 6 subfamily C member 65 [KO:K04257]","403282"
"OR6C68","olfactory receptor family 6 subfamily C member 68 [KO:K04257]","403284"
"OR7E24","olfactory receptor family 7 subfamily E member 24 [KO:K04257]","26648"
"OR4C45","olfactory receptor family 4 subfamily C member 45 (gene/pseudogene) [KO:K04257]","403257"
"OR4A47","olfactory receptor family 4 subfamily A member 47 [KO:K04257]","403253"
"OR2T27","olfactory receptor family 2 subfamily T member 27 [KO:K04257]","403239"
"OR4F21","olfactory receptor family 4 subfamily F member 21 [KO:K04257]","441308"
"OR5W2","olfactory receptor family 5 subfamily W member 2 [KO:K04257]","390148"
"OR6P1","olfactory receptor family 6 subfamily P member 1 [KO:K04257]","128366"
"OR8U9","olfactory receptor family 8 subfamily U member 9 [KO:K04257]","504190"
"OR9G9","olfactory receptor family 9 subfamily G member 9 [KO:K04257]","504191"
"OR5H1","olfactory receptor family 5 subfamily H member 1 [KO:K04257]","26341"
"OR8B3","olfactory receptor family 8 subfamily B member 3 [KO:K04257]","390271"
"OR8B2","olfactory receptor family 8 subfamily B member 2 [KO:K04257]","26595"
"OR5B2","olfactory receptor family 5 subfamily B member 2 [KO:K04257]","390190"
"OR11H12","olfactory receptor family 11 subfamily H member 12 [KO:K04257]","440153"
"OR5K3","olfactory receptor family 5 subfamily K member 3 [KO:K04257]","403277"
"OR5K4","olfactory receptor family 5 subfamily K member 4 [KO:K04257]","403278"
"OR10W1","olfactory receptor family 10 subfamily W member 1 [KO:K04257]","81341"
"OR4F29","olfactory receptor family 4 subfamily F member 29 [KO:K04257]","729759"
"OR2AP1","olfactory receptor family 2 subfamily AP member 1 [KO:K04257]","121129"
"OR2V1","olfactory receptor family 2 subfamily V member 1 [KO:K04257]","26693"
"OR2L5","olfactory receptor family 2 subfamily L member 5 [KO:K04257]","81466"
NA,"olfactory receptor 4N4 [KO:K04257]","102723532"
"OR5H14","olfactory receptor family 5 subfamily H member 14 [KO:K04257]","403273"
NA,"olfactory receptor 4N4 [KO:K04257]","105369274"
"OR4E1","olfactory receptor family 4 subfamily E member 1 (gene/pseudogene) [KO:K04257]","26687"
"OR5H15","olfactory receptor family 5 subfamily H member 15 [KO:K04257]","403274"
"OR1E3","olfactory receptor family 1 subfamily E member 3 (gene/pseudogene) [KO:K04257]","8389"
"OR1F12","olfactory receptor family 1 subfamily F member 12 [KO:K04257]","442179"
"OR10G6","olfactory receptor family 10 subfamily G member 6 [KO:K04257]","79490"
"OR12D1","olfactory receptor family 12 subfamily D member 1 (gene/pseudogene) [KO:K04257]","26530"
"OR52Z1","olfactory receptor family 52 subfamily Z member 1 (gene/pseudogene) [KO:K04257]","283110"
"OR4K3","olfactory receptor family 4 subfamily K member 3 (gene/pseudogene) [KO:K04257]","283617"
"OR4Q2","olfactory receptor family 4 subfamily Q member 2 (gene/pseudogene) [KO:K04257]","390432"
"OR10J4","olfactory receptor family 10 subfamily J member 4 (gene/pseudogene) [KO:K04257]","391121"
"OR10AC1","olfactory receptor family 10 subfamily AC member 1 (gene/pseudogene) [KO:K04257]","392133"
"OR51H1","olfactory receptor family 51 subfamily H member 1 [KO:K04257]","401663"
"OR2T35","olfactory receptor family 2 subfamily T member 35 [KO:K04257]","403244"
"OR2W5","olfactory receptor family 2 subfamily W member 5 (gene/pseudogene) [KO:K04257]","441932"
"OR2J1","olfactory receptor family 2 subfamily J member 1 (gene/pseudogene) [KO:K04257]","442185"
"OR1D4","olfactory receptor family 1 subfamily D member 4 (gene/pseudogene) [KO:K04257]","653166"
"OR52E1","olfactory receptor family 52 subfamily E member 1 (gene/pseudogene) [KO:K04257]","79296"
"OR4C5","olfactory receptor family 4 subfamily C member 5 (gene/pseudogene) [KO:K04257]","79346"
"OR51J1","olfactory receptor family 51 subfamily J member 1 (gene/pseudogene) [KO:K04257]","79470"
"OR5AL1","olfactory receptor family 5 subfamily AL member 1 (gene/pseudogene) [KO:K04257]","79482"
NA,"olfactory receptor 2A7 [KO:K04257]","107987545"
"OR6J1","olfactory receptor family 6 subfamily J member 1 (gene/pseudogene) [KO:K04257]","79549"
"OR2AJ1","olfactory receptor family 2 subfamily AJ member 1 [KO:K04257]","127608"
NA,"olfactory receptor 2A1/2A42-like [KO:K04257]","112268384"
"OR10D3","olfactory receptor family 10 subfamily D member 3 (putative) [KO:K04257]","26497"
"OR14K1","olfactory receptor family 14 subfamily K member 1 [KO:K04257]","343170"
"OR14A2","olfactory receptor family 14 subfamily A member 2 [KO:K04257]","388761"
"OR52E5","olfactory receptor family 52 subfamily E member 5 [KO:K04257]","390082"
"OR11H7","olfactory receptor family 11 subfamily H member 7 (gene/pseudogene) [KO:K04257]","390441"
"OR11H2","olfactory receptor family 11 subfamily H member 2 [KO:K04257]","79334"
"OR2T7","olfactory receptor family 2 subfamily T member 7 [KO:K04257]","81458"
"CNGA2","cyclic nucleotide gated channel alpha 2 [KO:K04949]","1260"
"CNGA4","cyclic nucleotide gated channel alpha 4 [KO:K04951]","1262"
"ANO2","anoctamin 2 [KO:K19497]","57101"
"CNGA3","cyclic nucleotide gated channel alpha 3 [KO:K04950]","1261"
"NCALD","neurocalcin delta [KO:K19695]","83988"
"SLC24A4","solute carrier family 24 member 4 [KO:K13752]","123041"
"PPP1R17","protein phosphatase 1 regulatory subunit 17 [KO:K08067]","10842"
"GRID2","glutamate ionotropic receptor delta type subunit 2 [KO:K05207]","2895"
"GNAZ","G protein subunit alpha z [KO:K04535]","2781"
"DRD5","dopamine receptor D5 [KO:K05840]","1816"
"CALY","calcyon neuron specific vesicular protein [KO:K15493]","50632"
"SCN1A","sodium voltage-gated channel alpha subunit 1 [KO:K04833]","6323"
"DRD3","dopamine receptor D3 [KO:K04146]","1814"
"DRD4","dopamine receptor D4 [KO:K04147]","1815"
"KIF5A","kinesin family member 5A [KO:K10396]","3798"
"KIF5B","kinesin family member 5B [KO:K10396]","3799"
"KIF5C","kinesin family member 5C [KO:K10396]","3800"
"CLOCK","clock circadian regulator [KO:K02223] [EC:2.3.1.48]","9575"
"ARNTL","aryl hydrocarbon receptor nuclear translocator like [KO:K02296]","406"
"COMT","catechol-O-methyltransferase [KO:K00545] [EC:2.1.1.6]","1312"
"LRTOMT","leucine rich transmembrane and O-methyltransferase domain containing [KO:K00545] [EC:2.1.1.6]","220074"
"SLC38A1","solute carrier family 38 member 1 [KO:K14990]","81539"
"ABAT","4-aminobutyrate aminotransferase [KO:K13524] [EC:2.6.1.22 2.6.1.19]","18"
"TRAK2","trafficking kinesin protein 2 [KO:K15374]","66008"
"PLCL1","phospholipase C like 1 (inactive) [KO:K15375]","5334"
"GPHN","gephyrin [KO:K15376] [EC:2.7.7.75 2.10.1.1]","10243"
"SLC6A1","solute carrier family 6 member 1 [KO:K05034]","6529"
"SLC6A13","solute carrier family 6 member 13 [KO:K05046]","6540"
"SLC6A11","solute carrier family 6 member 11 [KO:K05044]","6538"
"SLC6A12","solute carrier family 6 member 12 [KO:K05045]","6539"
"GLUL","glutamate-ammonia ligase [KO:K01915] [EC:6.3.1.2]","2752"
"SLC38A5","solute carrier family 38 member 5 [KO:K14992]","92745"
"SLC12A5","solute carrier family 12 member 5 [KO:K14427]","57468"
"TPH2","tryptophan hydroxylase 2 [KO:K00502] [EC:1.14.16.4]","121278"
"TPH1","tryptophan hydroxylase 1 [KO:K00502] [EC:1.14.16.4]","7166"
"CYP2D6","cytochrome P450 family 2 subfamily D member 6 [KO:K17712] [EC:1.14.14.1]","1565"
NA,"cytochrome P450 2D6-like [KO:K17712] [EC:1.14.14.1]","107987478"
"CYP2D7","cytochrome P450 family 2 subfamily D member 7 (gene/pseudogene) [KO:K17712] [EC:1.14.14.1]","1564"
"CYP2D6","cytochrome P450 2D6 [KO:K17712] [EC:1.14.14.1]","107987479"
"CYP4X1","cytochrome P450 family 4 subfamily X member 1 [KO:K07428] [EC:1.14.14.1]","260293"
"ALOX12B","arachidonate 12-lipoxygenase, 12R type [KO:K08021] [EC:1.13.11.-]","242"
"ALOX15","arachidonate 15-lipoxygenase [KO:K00460] [EC:1.13.11.33]","246"
"ALOX15B","arachidonate 15-lipoxygenase, type B [KO:K08022] [EC:1.13.11.- 1.13.11.33]","247"
"HTR4","5-hydroxytryptamine receptor 4 [KO:K04160]","3360"
"HTR6","5-hydroxytryptamine receptor 6 [KO:K04162]","3362"
"HTR7","5-hydroxytryptamine receptor 7 [KO:K04163]","3363"
"KCND2","potassium voltage-gated channel subfamily D member 2 [KO:K04892]","3751"
"RAPGEF3","Rap guanine nucleotide exchange factor 3 [KO:K08014]","10411"
"HTR5A","5-hydroxytryptamine receptor 5A [KO:K04161]","3361"
"SLC6A4","solute carrier family 6 member 4 [KO:K05037]","6532"
"CHAT","choline O-acetyltransferase [KO:K00623] [EC:2.3.1.6]","1103"
"ACHE","acetylcholinesterase (Cartwright blood group) [KO:K01049] [EC:3.1.1.7]","43"
"SLC18A3","solute carrier family 18 member A3 [KO:K14636]","6572"
"KCNQ2","potassium voltage-gated channel subfamily Q member 2 [KO:K04927]","3785"
"KCNQ3","potassium voltage-gated channel subfamily Q member 3 [KO:K04928]","3786"
"KCNQ4","potassium voltage-gated channel subfamily Q member 4 [KO:K04929]","9132"
"KCNQ5","potassium voltage-gated channel subfamily Q member 5 [KO:K04930]","56479"
"CHRNA3","cholinergic receptor nicotinic alpha 3 subunit [KO:K04805]","1136"
"CHRNB4","cholinergic receptor nicotinic beta 4 subunit [KO:K04815]","1143"
"GRIK1","glutamate ionotropic receptor kainate type subunit 1 [KO:K05201]","2897"
"GRIK2","glutamate ionotropic receptor kainate type subunit 2 [KO:K05202]","2898"
"GRIK3","glutamate ionotropic receptor kainate type subunit 3 [KO:K05203]","2899"
"GRIK4","glutamate ionotropic receptor kainate type subunit 4 [KO:K05204]","2900"
"GRIK5","glutamate ionotropic receptor kainate type subunit 5 [KO:K05205]","2901"
"DLGAP1","DLG associated protein 1 [KO:K15008]","9229"
"SHANK3","SH3 and multiple ankyrin repeat domains 3 [KO:K15009]","85358"
"SHANK1","SH3 and multiple ankyrin repeat domains 1 [KO:K15009]","50944"
"SHANK2","SH3 and multiple ankyrin repeat domains 2 [KO:K15009]","22941"
"HOMER1","homer scaffold protein 1 [KO:K15010]","9456"
"HOMER2","homer scaffold protein 2 [KO:K15010]","9455"
"HOMER3","homer scaffold protein 3 [KO:K15010]","9454"
"GRM6","glutamate metabotropic receptor 6 [KO:K04608]","2916"
"GRM7","glutamate metabotropic receptor 7 [KO:K04608]","2917"
"GRM8","glutamate metabotropic receptor 8 [KO:K04608]","2918"
"SLC1A7","solute carrier family 1 member 7 [KO:K05618]","6512"
"SLC1A6","solute carrier family 1 member 6 [KO:K05617]","6511"
"SLC1A3","solute carrier family 1 member 3 [KO:K05614]","6507"
"NAPEPLD","N-acyl phosphatidylethanolamine phospholipase D [KO:K13985] [EC:3.1.4.54]","222236"
"ABHD6","abhydrolase domain containing 6 [KO:K13700] [EC:3.1.1.23]","57406"
"FAAH","fatty acid amide hydrolase [KO:K15528] [EC:3.5.1.99]","2166"
"CNR1","cannabinoid receptor 1 [KO:K04277]","1268"
"RIMS1","regulating synaptic membrane exocytosis 1 [KO:K15291]","22999"
"NTF4","neurotrophin 4 [KO:K12457]","4909"
"NTF3","neurotrophin 3 [KO:K04356]","4908"
"SH2B1","SH2B adaptor protein 1 [KO:K12459]","25970"
"SH2B3","SH2B adaptor protein 3 [KO:K12459]","10019"
"KIDINS220","kinase D interacting substrate 220 [KO:K12460]","57498"
"MATK","megakaryocyte-associated tyrosine kinase [KO:K08888] [EC:2.7.10.2]","4145"
"ZNF274","zinc finger protein 274 [KO:K12458]","10782"
"PRDM4","PR/SET domain 4 [KO:K12463]","11108"
"MAGED1","MAGE family member D1 [KO:K12464]","9500"
"BEX3","brain expressed X-linked 3 [KO:K12465]","27018"
"IRAK3","interleukin 1 receptor associated kinase 3 [KO:K04732] [EC:2.7.11.1]","11213"
"SYT1","synaptotagmin 1 [KO:K15290]","6857"
"STX2","syntaxin 2 [KO:K08486]","2054"
"STX3","syntaxin 3 [KO:K08486]","6809"
"STX1B","syntaxin 1B [KO:K08486]","112755"
"STXBP1","syntaxin binding protein 1 [KO:K15292]","6812"
"UNC13A","unc-13 homolog A [KO:K15293]","23025"
"UNC13B","unc-13 homolog B [KO:K15293]","10497"
"UNC13C","unc-13 homolog C [KO:K15293]","440279"
"CPLX1","complexin 1 [KO:K15294]","10815"
"CPLX2","complexin 2 [KO:K15294]","10814"
"CPLX3","complexin 3 [KO:K15295]","594855"
"CPLX4","complexin 4 [KO:K15295]","339302"
"NAPA","NSF attachment protein alpha [KO:K15296]","8775"
"SLC6A2","solute carrier family 6 member 2 [KO:K05035]","6530"
"SLC6A5","solute carrier family 6 member 5 [KO:K05038]","9152"
"SLC6A9","solute carrier family 6 member 9 [KO:K05038]","6536"
"SLC6A7","solute carrier family 6 member 7 [KO:K05040]","6534"
"PPP1R1A","protein phosphatase 1 regulatory inhibitor subunit 1A [KO:K08050]","5502"
"ADCY10","adenylate cyclase 10 [KO:K11265] [EC:4.6.1.1]","55811"
"PRDM16","PR/SET domain 16 [KO:K22410]","63976"
"ZNF516","zinc finger protein 516 [KO:K22411]","9658"
"KDM1A","lysine demethylase 1A [KO:K11450] [EC:1.-.-.-]","23028"
"KDM3A","lysine demethylase 3A [KO:K15601] [EC:1.14.11.-]","55818"
"KDM3B","lysine demethylase 3B [KO:K15601] [EC:1.14.11.-]","51780"
"BMP8B","bone morphogenetic protein 8b [KO:K16622]","656"
"BMP8A","bone morphogenetic protein 8a [KO:K16622]","353500"
"NPPB","natriuretic peptide B [KO:K12335]","4879"
"KLB","klotho beta [KO:K22404]","152831"
"MLST8","MTOR associated protein, LST8 homolog [KO:K08266]","64223"
"AKT1S1","AKT1 substrate 1 [KO:K16184]","84335"
"NDUFAF1","NADH:ubiquinone oxidoreductase complex assembly factor 1 [KO:K18159]","51103"
"NDUFAF2","NADH:ubiquinone oxidoreductase complex assembly factor 2 [KO:K18160]","91942"
"NDUFAF3","NADH:ubiquinone oxidoreductase complex assembly factor 3 [KO:K09008]","25915"
"NDUFAF4","NADH:ubiquinone oxidoreductase complex assembly factor 4 [KO:K18161]","29078"
"NDUFAF5","NADH:ubiquinone oxidoreductase complex assembly factor 5 [KO:K18162] [EC:2.1.1.-]","79133"
"NDUFAF6","NADH:ubiquinone oxidoreductase complex assembly factor 6 [KO:K18163]","137682"
"NDUFAF7","NADH:ubiquinone oxidoreductase complex assembly factor 7 [KO:K18164]","55471"
"COX10","cytochrome c oxidase assembly factor heme A:farnesyltransferase COX10 [KO:K02257] [EC:2.5.1.141]","1352"
"COX11","cytochrome c oxidase copper chaperone COX11 [KO:K02258]","1353"
"COX14","cytochrome c oxidase assembly factor COX14 [KO:K18181]","84987"
"COX15","cytochrome c oxidase assembly homolog COX15 [KO:K02259]","1355"
"COX16","cytochrome c oxidase assembly factor COX16 [KO:K18182]","51241"
"COX17","cytochrome c oxidase copper chaperone COX17 [KO:K02260]","10063"
"COX18","cytochrome c oxidase assembly factor COX18 [KO:K17797]","285521"
"COX19","cytochrome c oxidase assembly factor COX19 [KO:K18183]","90639"
"COX20","cytochrome c oxidase assembly factor COX20 [KO:K18184]","116228"
"COA1","cytochrome c oxidase assembly factor 1 homolog [KO:K18173]","55744"
"COA3","cytochrome c oxidase assembly factor 3 [KO:K18175]","28958"
"COA4","cytochrome c oxidase assembly factor 4 homolog [KO:K18177]","51287"
"COA5","cytochrome c oxidase assembly factor 5 [KO:K18178]","493753"
"COA6","cytochrome c oxidase assembly factor 6 [KO:K18179]","388753"
"COA7","cytochrome c oxidase assembly factor 7 (putative) [KO:K18180]","65260"
"ATP5ME","ATP synthase membrane subunit e [KO:K02129]","521"
"ATP5MF","ATP synthase membrane subunit f [KO:K02130]","9551"
"ATP5MG","ATP synthase membrane subunit g [KO:K02140]","10632"
"CPT2","carnitine palmitoyltransferase 2 [KO:K08766] [EC:2.3.1.21]","1376"
"SLC25A29","solute carrier family 25 member 29 [KO:K15109]","123096"
"SLC25A20","solute carrier family 25 member 20 [KO:K15109]","788"
"NOS1AP","nitric oxide synthase 1 adaptor protein [KO:K16513]","9722"
"MTNR1B","melatonin receptor 1B [KO:K04286]","4544"
"MTNR1A","melatonin receptor 1A [KO:K04285]","4543"
"PER1","period circadian regulator 1 [KO:K21944]","5187"
"PER3","period circadian regulator 3 [KO:K21945]","8863"
"CSNK1D","casein kinase 1 delta [KO:K08959] [EC:2.7.11.1]","1453"
"CSNK1E","casein kinase 1 epsilon [KO:K08960] [EC:2.7.11.1]","1454"
"TPTEP2-CSNK1E","TPTEP2-CSNK1E readthrough [KO:K08960] [EC:2.7.11.1]","102800317"
"CRY1","cryptochrome circadian regulator 1 [KO:K02295]","1407"
"CRY2","cryptochrome circadian regulator 2 [KO:K02295]","1408"
"NPAS2","neuronal PAS domain protein 2 [KO:K09026]","4862"
"NR1D1","nuclear receptor subfamily 1 group D member 1 [KO:K03728]","9572"
"RORB","RAR related orphan receptor B [KO:K08533]","6096"
"BHLHE40","basic helix-loop-helix family member e40 [KO:K03729]","8553"
"BHLHE41","basic helix-loop-helix family member e41 [KO:K03730]","79365"
"FBXL3","F-box and leucine rich repeat protein 3 [KO:K10269]","26224"
"TNFRSF17","TNF receptor superfamily member 17 [KO:K05153]","608"
"ICOSLG","inducible T cell costimulator ligand [KO:K06710]","23308"
NA,"ICOS ligand [KO:K06710]","102723996"
"CCR9","C-C motif chemokine receptor 9 [KO:K04184]","10803"
"CCL28","C-C motif chemokine ligand 28 [KO:K05513]","56477"
"CCR10","C-C motif chemokine receptor 10 [KO:K04185]","2826"
"CCL25","C-C motif chemokine ligand 25 [KO:K13072]","6370"
"MADCAM1","mucosal vascular addressin cell adhesion molecule 1 [KO:K06779]","8174"
"PIGR","polymeric immunoglobulin receptor [KO:K13073]","5284"
"CD99","CD99 molecule (Xg blood group) [KO:K06520]","4267"
"ESAM","endothelial cell adhesion molecule [KO:K06787]","90952"
"CTNND1","catenin delta 1 [KO:K05690]","1500"
"THY1","Thy-1 cell surface antigen [KO:K06514]","7070"
"ARHGAP5","Rho GTPase activating protein 5 [KO:K13709]","394"
"AFDN","afadin, adherens junction formation factor [KO:K05702]","4301"
"SIPA1","signal-induced proliferation-associated 1 [KO:K08013]","6494"
"VASP","vasodilator stimulated phosphoprotein [KO:K06274]","7408"
"ITK","IL2 inducible T cell kinase [KO:K07363] [EC:2.7.10.2]","3702"
"TXK","TXK tyrosine kinase [KO:K08016] [EC:2.7.10.2]","7294"
"RHOH","ras homolog family member H [KO:K07873]","399"
"BAG4","BCL2 associated athanogene 4 [KO:K09558]","9530"
"TAB3","TGF-beta activated kinase 1 (MAP3K7) binding protein 3 [KO:K12793]","257397"
"MAP3K8","mitogen-activated protein kinase kinase kinase 8 [KO:K04415] [EC:2.7.11.25]","1326"
